ARO Accession	ARO Name	CARD Short Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	Matched_CARD_Tokens	Matched_Better_Classes	UniProt	UniParc	PDB	PDB_Links
ARO:3006478	MOX-13	MOX-13	WP_096807444.1	NG_055585.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A3S5WR43			
ARO:3006479	MOX-14	MOX-14	WP_156404654.1	NG_067143.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A5P8NAU1			
ARO:3008383	MOX-15	MOX-15	QUW44775.1	MZ133817.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A2I8RHN6	UPI000CD01FF6		
ARO:3008384	MOX-16	MOX-16	BDC77865.1	LC659430.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI001E588E00		
ARO:3008385	MOX-17	MOX-17	UUT29086.1	OP142444.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0021D33321		
ARO:3008386	MOX-18	MOX-18	BDS51123.1	LC732553.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0AAJ5ZEZ4	UPI00228718B6		
ARO:3008387	MOX-19	MOX-19	BDS51124.1	LC732554.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0022870CDE		
ARO:3002183	MOX-2	MOX-2	CAB82578.1	AJ276453.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q9L3G2			
ARO:3008388	MOX-20	MOX-20	BDS51125.1	LC732555.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0022876A66		
ARO:3008389	MOX-21	MOX-21	BDS51126.1	LC732556.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI002286FA0A		
ARO:3008390	MOX-22	MOX-22	BDT38927.1	LC733692.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0AA37D9D6;A0AAN5A8L2;A0AAV4YJ33	UPI001CC3A69B		
ARO:3008391	MOX-23	MOX-23	BDT38928.1	LC733693.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A7H9EWG9	UPI0015DF819A		
ARO:3008392	MOX-24	MOX-24	BDT38929.1	LC733694.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI001FB9478A		
ARO:3008393	MOX-25	MOX-25	BDT38930.1	LC733695.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A2W5TN92;A0A443XFX7;A0A8F3FUM4	UPI000DB16526		
ARO:3002186	MOX-3	MOX-3	ACA30419.1	EU515248.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	B1PZ94			
ARO:3002184	MOX-4	MOX-4	ACI89425.1	FJ262599.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	B6V743			
ARO:3002188	MOX-5	MOX-5	ACS44783.1	GQ152600.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	C6K2V5			
ARO:3002185	MOX-6	MOX-6	ACS44784.1	GQ152601.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	C6K2V6			
ARO:3002189	MOX-7	MOX-7	ACS44785.1	GQ152602.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	C6K2V7			
ARO:3002190	MOX-8	MOX-8	AGH56079.1	JX173956.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	X2C6D0			
ARO:3002191	MOX-9	MOX-9	AIG22447.1	KJ746495.1	MOX beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A0H3UAN3			
ARO:3003718	MSI-1	MSI-1	AJP77057.1	KP109676.1	MSI beta-lactamase	carbapenem	antibiotic inactivation	carbapenem	Carbapenems	A0A0C5LDH9			
ARO:3003719	MSI-OXA	MSI-OXA	AJP77058.1	KP109676.1	MSI-OXA family beta-lactamase	carbapenem	antibiotic inactivation	carbapenem	Carbapenems	A0A0C5LBU8			
ARO:3000251	msrA	msrA	CAA36304.1	X52085.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target protection	streptogramin antibiotic	Streptogramins	P23212			
ARO:3002818	msrB	msrB	AAA26657.1	M81802.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target protection	streptogramin antibiotic	Streptogramins	Q56202			
ARO:3002819	msrC	msrC	AAK01167.1	AF313494.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target protection	streptogramin antibiotic	Streptogramins	Q9APB1			
ARO:3003109	msrE	msrE	ACB05808.1	EU294228.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin antibiotic	antibiotic target protection	streptogramin antibiotic	Streptogramins	A5Y460			
ARO:3005087	msrF	msrF	QHW12375.1	MN728682.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin antibiotic	antibiotic target protection	streptogramin antibiotic	Streptogramins	A0A6G5ZYM1			
ARO:3007042	msr(G)	msr(G)	QNR09092.1	CP046364.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin antibiotic	antibiotic target protection	streptogramin antibiotic	Streptogramins	A0A7H0U6J4;A0A7S4U4F4;A0ACC9MTI8	UPI000C347B7F		
ARO:3005088	msrH	msrH	DAC81085.1	BK011995.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin antibiotic	antibiotic target protection	streptogramin antibiotic	Streptogramins	A0A4V1GMP3	UPI0010FC32B1		
ARO:3007043	msr(I)	msr(I)	QQA64075.1	CP065927.1	msr-type ABC-F protein	macrolide antibiotic;phosphonic acid antibiotic;streptogramin antibiotic	antibiotic target protection	phosphonic acid antibiotic;streptogramin antibiotic	Phosphonics;Streptogramins		UPI0018E1CF50		
ARO:3008394	MUN-1	MUN-1	WVP99768.1	PP229523.1	MUN beta-lactamase	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A127SX64;A0AAE4LX67	UPI00078D29ED		
ARO:3008395	MUN-6	MUN-6	UVR94859.1	CP103256.1	MUN beta-lactamase	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI002164D5B8		
ARO:3000843	MUS-1	MUS-1	AAN63647.1	AF441286.1	MUS beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	carbapenem	Carbapenems	Q8GPN2			
ARO:3003842	MUS-2	MUS-2	AKN19901.1	KP658209.1	MUS beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	carbapenem	Carbapenems	A0A0H3YDR5			
ARO:3004073	MuxA	MuxA	AAG05916.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	monobactam;tetracycline antibiotic	Monobactam/beta-lactamase-inhibitor;Monobactams;Tetracyclines	Q9I0V5			
ARO:3004074	MuxB	MuxB	AAG05915.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	monobactam;tetracycline antibiotic	Monobactam/beta-lactamase-inhibitor;Monobactams;Tetracyclines	Q9I0V6			
ARO:3004075	MuxC	MuxC	AAG05914.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	monobactam;tetracycline antibiotic	Monobactam/beta-lactamase-inhibitor;Monobactams;Tetracyclines	Q9I0V7			
ARO:3004069	MvaT	MvaT	NP_253005.1	NC_002516.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	diaminopyrimidine antibiotic	Trimethoprim-derivatives	Q9HW86		2MXE;2MXF	https://www.rcsb.org/structure/2MXE;https://www.rcsb.org/structure/2MXF
ARO:3004164	Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin	Mavi_23S_CLR		NG_041979.1	23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	glycopeptide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	Glycopeptides;Pleuromutilin;Streptogramins				
ARO:3004167	Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to azithromycin	Mint_23S_AZM		NR_076151.1	23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	glycopeptide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	Glycopeptides;Pleuromutilin;Streptogramins				
ARO:3004166	Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to clarithromycin	Mint_23S_CLR		NR_076151.1	23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	glycopeptide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	Glycopeptides;Pleuromutilin;Streptogramins				
ARO:3004168	Mycobacterium kansasii 23S rRNA with mutation conferring resistance to clarithromycin	Mkan_23S_CLR		NZ_CP019883.1	23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	glycopeptide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	Glycopeptides;Pleuromutilin;Streptogramins				
ARO:3003481	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to amikacin	Mtub_16S_AMK		NC_000962.3	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;tetracycline antibiotic	Aminoglycosides;Glycopeptides;Glycylcyclines;Tetracyclines				
ARO:3004853	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to capreomycin	Mtub_16S_CAP		NC_000962.3	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;tetracycline antibiotic	Aminoglycosides;Glycopeptides;Glycylcyclines;Tetracyclines				
ARO:3003436	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to kanamycin	Mtub_16S_KAN		NC_000962.3	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;tetracycline antibiotic	Aminoglycosides;Glycopeptides;Glycylcyclines;Tetracyclines				
ARO:3003480	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to streptomycin	Mtub_16S_STR		NC_000962.3	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;tetracycline antibiotic	Aminoglycosides;Glycopeptides;Glycylcyclines;Tetracyclines				
ARO:3003437	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin	Mtub_16S_VIO		NC_000962.3	16s rRNA with mutation conferring resistance to peptide antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;tetracycline antibiotic	Aminoglycosides;Glycopeptides;Glycylcyclines;Tetracyclines				
ARO:3007536	Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to amikacin	Mtub_16rrnS_AMK		NC_000962.3	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;tetracycline antibiotic	Aminoglycosides;Glycopeptides;Glycylcyclines;Tetracyclines				
ARO:3007537	Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to kanamycin	Mtub_16rrnS_KAN		NC_000962.3	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;tetracycline antibiotic	Aminoglycosides;Glycopeptides;Glycylcyclines;Tetracyclines				
ARO:3004937	Mycobacterium tuberculosis 23S rRNA mutation conferring resistance to capreomycin	Mtub_23S_CAP		NC_000962.3	23s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic;glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	aminoglycoside antibiotic;glycopeptide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	Aminoglycosides;Glycopeptides;Pleuromutilin;Streptogramins				
ARO:3004963	Mycobacterium tuberculosis eis mutations confer resistance to kanamycin	Mtub_eis_KAN	NP_216932.2	NC_000962.3	kanamycin resistant eis	aminoglycoside antibiotic	antibiotic target alteration	aminoglycoside antibiotic	Aminoglycosides	P9WFK7		3R1K;3RYO;3SXO;3UY5;4JD6;5EBV;5EC4;5IV0;5TVJ;6B0U;6B3T;6P3T;6P3U;6P3V;6VUR;6VUS;6VUT;6VUU;6VUW;6VUX;6VUY;6VUZ;6VV0;6VV1;6VV2;6VV3;6X10;6X6G;6X6I;6X6Y;6X7A;8D1R;8D23;8D25;8F4A;8F4T;8F4U;8F4W;8F4Z;8F51;8F55;8F57;8F58	https://www.rcsb.org/structure/3R1K;https://www.rcsb.org/structure/3RYO;https://www.rcsb.org/structure/3SXO;https://www.rcsb.org/structure/3UY5;https://www.rcsb.org/structure/4JD6;https://www.rcsb.org/structure/5EBV;https://www.rcsb.org/structure/5EC4;https://www.rcsb.org/structure/5IV0;https://www.rcsb.org/structure/5TVJ;https://www.rcsb.org/structure/6B0U;https://www.rcsb.org/structure/6B3T;https://www.rcsb.org/structure/6P3T;https://www.rcsb.org/structure/6P3U;https://www.rcsb.org/structure/6P3V;https://www.rcsb.org/structure/6VUR;https://www.rcsb.org/structure/6VUS;https://www.rcsb.org/structure/6VUT;https://www.rcsb.org/structure/6VUU;https://www.rcsb.org/structure/6VUW;https://www.rcsb.org/structure/6VUX;https://www.rcsb.org/structure/6VUY;https://www.rcsb.org/structure/6VUZ;https://www.rcsb.org/structure/6VV0;https://www.rcsb.org/structure/6VV1;https://www.rcsb.org/structure/6VV2;https://www.rcsb.org/structure/6VV3;https://www.rcsb.org/structure/6X10;https://www.rcsb.org/structure/6X6G;https://www.rcsb.org/structure/6X6I;https://www.rcsb.org/structure/6X6Y;https://www.rcsb.org/structure/6X7A;https://www.rcsb.org/structure/8D1R;https://www.rcsb.org/structure/8D23;https://www.rcsb.org/structure/8D25;https://www.rcsb.org/structure/8F4A;https://www.rcsb.org/structure/8F4T;https://www.rcsb.org/structure/8F4U;https://www.rcsb.org/structure/8F4W;https://www.rcsb.org/structure/8F4Z;https://www.rcsb.org/structure/8F51;https://www.rcsb.org/structure/8F55;https://www.rcsb.org/structure/8F57;https://www.rcsb.org/structure/8F58
ARO:3003470	Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin	Mtub_gidB_STR	NP_218436.2	NC_000962.3	antibiotic resistant gidB	aminoglycoside antibiotic	antibiotic target alteration	aminoglycoside antibiotic	Aminoglycosides	P9WGW9		7CFE	https://www.rcsb.org/structure/7CFE
ARO:3003784	Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin	Mtub_murA_FOF	NP_215831.1	NC_000962.3	antibiotic-resistant murA transferase	phosphonic acid antibiotic	antibiotic target alteration	phosphonic acid antibiotic	Phosphonics	P9WJM1			
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	Mtub_rpsL_STR	NP_215196.1	NC_000962.3	antibiotic-resistant rpsL	aminoglycoside antibiotic	antibiotic target alteration	aminoglycoside antibiotic	Aminoglycosides	P9WH63		5V93;7KGB;7MSC;7MSH;7MSM;7MSZ;7MT2;7MT3;7MT7;7SFR	https://www.rcsb.org/structure/5V93;https://www.rcsb.org/structure/7KGB;https://www.rcsb.org/structure/7MSC;https://www.rcsb.org/structure/7MSH;https://www.rcsb.org/structure/7MSM;https://www.rcsb.org/structure/7MSZ;https://www.rcsb.org/structure/7MT2;https://www.rcsb.org/structure/7MT3;https://www.rcsb.org/structure/7MT7;https://www.rcsb.org/structure/7SFR
ARO:3007185	Mycobacterium tuberculosis Rv1258c mutations confer resistance to ethambutol and capreomycin	Mtub_tap_EMCM	NP_215774.1	NC_000962.3	multidrug resistant Rv1258c	aminoglycoside antibiotic;isoniazid-like antibiotic;polyamine antibiotic;pyrazine antibiotic	antibiotic target alteration	aminoglycoside antibiotic	Aminoglycosides	P9WJX9			
ARO:3007186	Mycobacterium tuberculosis Rv1258c mutations confer resistance to pyrazinamide, isoniazid, and streptomycin	Mtub_tap_MULT	NP_215774.1	NC_000962.3	multidrug resistant Rv1258c	aminoglycoside antibiotic;isoniazid-like antibiotic;polyamine antibiotic;pyrazine antibiotic	antibiotic target alteration	aminoglycoside antibiotic	Aminoglycosides	P9WJX9			
